school_name,latitude,longitude
P.S. 88 - QUEENS,40.703779,-73.896374
P.S. 88 - QUEENS,40.703779,-73.896374
P.S. 89 - QUEENS,40.745923,-73.880205
P.S. 8 - BROOKLYN,40.70071,-73.993241
P.S. 8 - STATEN ISLAND,40.547692,-74.151755
P.S. 90 - BROOKLYN,40.578255,-73.979628
P.S. 90 - QUEENS,40.697033,-73.839213
P.S. 90 - QUEENS,40.697033,-73.839213
P.S. 91 - BRONX,40.857689,-73.908349
P.S. 91 - BROOKLYN,40.661886,-73.93994
P.S. 92 - QUEENS,40.755418,-73.869017
P.S. 92 - QUEENS,40.755418,-73.869017
P.S. 93 - BROOKLYN,40.679097,-73.94684
P.S. 94 - BRONX,40.881564,-73.8748
P.S. 95 - BRONX,40.882898,-73.891256
P.S. 95 - BROOKLYN,40.595698,-73.97518
P.S. 95 - BROOKLYN,40.595698,-73.97518
P.S. 95 - QUEENS,40.710624,-73.783423
P.S. 95 - QUEENS,40.710624,-73.783423
P.S. 95 - QUEENS,40.710624,-73.783423
P.S. 95 - QUEENS,40.710624,-73.783423
P.S. 96 - BRONX,40.860815,-73.868527
P.S. 96 - MANHATTAN,40.800256,-73.937558
P.S. 96 - QUEENS,40.674977,-73.808245
P.S. 96 - QUEENS,40.674977,-73.808245
P.S. 96 - QUEENS,40.674977,-73.808245
P.S. 97 - QUEENS,40.694518,-73.859659
P.S. 97 - QUEENS,40.694518,-73.859659
P.S. 98 - QUEENS,40.769271,-73.749369
P.S. 98 - QUEENS,40.769271,-73.749369
P.S. 98 - QUEENS,40.769271,-73.749369
P.S. 99 - BROOKLYN,40.621565,-73.965595
P.S. 99 - BROOKLYN,40.621565,-73.965595
P.S. 99 - QUEENS,40.711419,-73.828628
P.S. 99 - QUEENS,40.711419,-73.828628
P.S. 9 - BRONX,40.857067,-73.898936
P.S. 9 - BRONX,40.857067,-73.898936
P.S. 9 - MANHATTAN,40.785287,-73.97343
P.S./I.S. 218 - BRONX,40.835847,-73.920026
P.S./I.S. 266 - QUEENS,40.746231,-73.727614
P.S. / I.S. 270 - QUEENS,40.674831,-73.736713
P.S. / I.S. 270 - QUEENS,40.674831,-73.736713
P.S. /I.S 295 - QUEENS,40.720619,-73.731997
P.S./I.S. 323 - BROOKLYN,40.666545,-73.910904
PS/IS 375 - MANHATTAN,40.79564,-73.94441
P.S./I.S. @ 3761 10 AVENUE - MANHATTAN,40.860962,-73.921475
P.S./I.S. @ 3761 10 AVENUE - MANHATTAN,40.860962,-73.921475
P.S. / I.S. 498 - BRONX,40.84473,-73.858207
P.S. / I.S. 498 - BRONX,40.84473,-73.858207
P.S./I.S. 499 - QUEENS,40.739246,-73.822057
P.S. @ PARCEL C - QUEENS,40.74092,-73.960063
Q004 SPED - QUEENS,40.741852,-73.779796
Q009 SPED - QUEENS,40.718935,-73.912208
Q009 SPED - QUEENS,40.718935,-73.912208
Q075 SPED - QUEENS,40.694119,-73.797003
Q075 SPED - QUEENS,40.698476,-73.905556
Q177 SPED - QUEENS,40.74391,-73.788133
Q177 SPED - QUEENS,40.74391,-73.788133
Q224 SPED - QUEENS,40.770276,-73.764033
Q256 SPED - QUEENS,40.577026,-73.854539
Q721 SPED - QUEENS,40.736003,-73.867478
Q752 SPED - QUEENS,40.684142,-73.801479
Q811 SPED - QUEENS,40.697309,-73.740948
Q811 SPED - QUEENS,40.756778,-73.729487
Q811 SPED - QUEENS,40.699646,-73.752519
Q811 SPED - QUEENS,40.756778,-73.729487
QUEENS ACADEMY HIGH SCHOOL - Q,40.765162,-73.8288
QUEENS COLLEGIATE SCHOOL - QUEENS,40.713218,-73.797237
QUEENS COLLEGIATE SCHOOL - QUEENS,40.713218,-73.797237
QUEENS SATELLITE HS FOR OPPORTUNITY - Q,40.70848,-73.800065
QUEENS SATELLITE HS FOR OPPORTUNITY - Q,40.70848,-73.800065
QUEENS TECH HS - Q,40.742205,-73.928219
QUEENS TECH HS - Q,40.742205,-73.928219
QUEENS TECH HS - Q,40.742205,-73.928219
R025 SPED - STATEN ISLAND,40.604824,-74.130782
RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -,40.642573,-74.079591
RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -,40.642573,-74.079591
RED HOOK NEIGHBORHOOD SCHOOL  - K,40.677564,-74.005166
RICHMOND HILL HS - QUEENS,40.695888,-73.833681
RICHMOND HILL HS - QUEENS,40.695888,-73.833681
SAINT JOHN'S DAY CARE CENTER,40.672613,-73.95161
SALVATION ARMY SUTTER DAY CARE,40.665361,-73.922177
SATELLITE ACADEMY - M,40.747621,-73.990454
SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,40.783638,-73.945626
SCHOOL FOR ENVIR CITIZEN - BRONX,40.854872,-73.903458
SCHOOL FOR TOURISM AND HOSPITALITY - BRONX,40.821675,-73.903546
SCHOOL OF DIPLOMACY,40.880873,-73.860904
SCHOOL OF DIPLOMACY,40.880873,-73.860904
SCHOOL OF THE FUTURE BROOKLYN,40.665798,-73.897723
SECONDARY SCHOOL FOR LAW - K,40.669629,-73.979287
STATEN ISLAND TECHNICAL HS - R,40.567873,-74.115373
STATEN ISLAND TECHNICAL HS - R,40.567873,-74.115373
STUYVESANT HS - MANHATTAN,40.7177,-74.01399
SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NE,40.640066,-73.947253
SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NE,40.640066,-73.947253
SUMMIT ACADEMY CHARTER SCHOOL - K,40.677564,-74.005166
SUSAN E. WAGNER HS - STATEN ISLAND,40.596896,-74.124169
SUSAN E. WAGNER HS - STATEN ISLAND,40.596896,-74.124169
TELECOM. ARTS & TECH. HS - K,40.637282,-74.023849
THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE - K,40.697185,-73.91117
THE DAVID MARQUIS SCHOOL OF THE ARTS - STATEN ISLA,40.56397,-74.150885
THE FLUSHING INTERNATIONAL HS - Q,40.759844,-73.820548
THE HARBOR VIEW SCHOOL - R,40.64789,-74.083406
THE HARBOR VIEW SCHOOL - R,40.64789,-74.083406
THE HERITAGE SCHOOL - MANHATTAN,40.791881,-73.946558
THE HIGH SCHOOL FOR CLIMATE JUSTICE,40.783625,-73.945637
THE HIGH SCHOOL FOR CLIMATE JUSTICE,40.783625,-73.945637
THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,40.735494,-73.987659
THE INTERNATIONAL HS - BROOKLYN,40.670349,-73.961695
THE LONGWOOD ACADEMY OF DISCOVERY - X,40.820403,-73.898912
THE MAXINE GREEN HIGH SCHOOL FOR  IMAGINATIVE INQU,40.774351,-73.984753
THE PAUL VALLONE COMMUNITY CAMPUS - QUEENS,40.782248,-73.779063
THE QUEENS SCHOOL OF INQUIRY-Q,40.724458,-73.810216
THE SCHOLARS ACADEMY - QUEENS,40.584158,-73.825736
THE SCHOLARS ACADEMY - QUEENS,40.584158,-73.825736
THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,40.785803,-73.974614
THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,40.785803,-73.974614
THE WALTON AVENUE SCHOOL,40.840096,-73.915569
THOMAS A. EDISON HS - Q,40.715389,-73.800369
THURGOOD MARSHALL ACADEMY - MANHATTAN,40.815449,-73.944061
TOTTENVILLE HS - STATEN ISLAND,40.528092,-74.192032
UNIVERSITY HEIGHTS HS - BRONX,40.81825,-73.91103
UNIVERSITY NEIGHBORHOOD HS - M,40.712399,-73.984497
URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,40.815256,-73.955325
URBAN SCHOLARS COMMUNITY SCHOOL,40.828419,-73.900721
VISTA ACADEMY - BROOKLYN,40.677104,-73.883433
WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,40.802207,-73.954142
WHITELAW REID ACADEMY OF ARTS AND BUSINESS - BROOK,40.691274,-73.933697
WILLIAM C. BRYANT HS - QUEENS,40.75823,-73.910514
WILLIAM MAXWELL VOC HS - K,40.674135,-73.89643
WORLD CULTURES HS - X,40.831601,-73.878912
X000 - BRONX,40.82229,-73.856167
X000 - BRONX,40.859448,-73.901113
X168 SPED - BRONX,40.870002,-73.878875
X186 SPED - BRONX,40.83182,-73.898075
X186 SPED - BRONX,40.83182,-73.898075
X352 SPED - BRONX,40.846711,-73.889815
X352 SPED - BRONX,40.822719,-73.889435
X721 SPED - BRONX,40.842289,-73.838949
X721 SPED - BRONX,40.842289,-73.838949
YOUNG W. LEADERSHIP SCL ASTORIA- Q,40.771215,-73.924591
